dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,100,CrostonOptimized,1.1276339950847503,0.7145341523365909,179.1057997297804
D8,24,101,CrostonOptimized,0.9454692168095875,0.6917341240002763,185.4483595352338
D8,24,102,CrostonOptimized,1.4022924856500394,1.1399702712999442,175.9389255037796
D8,24,103,CrostonOptimized,0.9314275616243155,0.6735409305170048,161.33671640835453
D8,24,104,CrostonOptimized,1.476663484866549,0.9732273139020973,163.5487624956107
D8,24,105,CrostonOptimized,0.704098086983358,0.5600413737180332,171.28288215927273
D8,24,106,CrostonOptimized,1.0242777668479028,0.687262249190072,181.0075559819979
D8,24,107,CrostonOptimized,1.1819444444444445,1.0674618271260898,155.63349607714815
D8,24,108,CrostonOptimized,0.8220531461518702,0.6706733325185913,176.09400154535032
D8,24,109,CrostonOptimized,0.8866803598640143,0.7003566054887743,179.3961150462223
D8,24,110,CrostonOptimized,1.4801684653526905,0.9106522649388215,183.94437692373998
D8,24,111,CrostonOptimized,1.0733333333333335,0.7724987668768268,140.39986627585137
D8,24,112,CrostonOptimized,1.6151655995888978,1.0823624630989939,181.01848757814076
D8,24,113,CrostonOptimized,1.4055555555555554,1.0164482386422524,160.83929161681638
D8,24,114,CrostonOptimized,1.0606956016225677,0.6817412904879032,151.65221026866823
D8,24,115,CrostonOptimized,1.4794214816445526,1.2873906436393308,171.27638845953882
D8,24,116,CrostonOptimized,0.7609679331018702,0.7196832689807082,164.98089605693528
D8,24,117,CrostonOptimized,0.8164415845900731,0.5902904934748775,173.35336917561497
D8,24,118,CrostonOptimized,1.4437712772666922,1.4526090045587707,195.02032606102551
D8,24,119,CrostonOptimized,1.8429487179487183,1.1532548056038359,168.10650547951283
D8,24,120,CrostonOptimized,1.3234126984126984,0.9721542503395414,160.5588454947533
D8,24,121,CrostonOptimized,3.3910256410256414,2.2159226760027897,184.9718109070985
D8,24,122,CrostonOptimized,0.8254863260531927,0.6230659650022753,132.3176928148443
D8,24,123,CrostonOptimized,1.100247067650691,0.7282281457083287,148.03120006974402
D8,24,124,CrostonOptimized,0.6994525619974811,0.6082065850735145,158.89364716102338
D8,24,125,CrostonOptimized,1.2055143712574627,0.7521050382811081,158.55063527329597
D8,24,126,CrostonOptimized,0.7833920079305577,0.5976987926635786,167.01071142067968
